"ID","BOVEN_ID","TOP_ID","GUID","INV","AET","STUK_BESCHRIJVING","BOVENLIGGENDE_BESCHRIJVING","TOEGANG_BESCHRIJVING"
45962830,45962789,44926936,"8D2CFE2F5554076EE0534701000AEAA3","1867.47","DB","47.  <I>Corresp. Tc/Ww met Bbv</I> (dossiernr. 60), 1940-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962831,45962789,44926936,"8D2CFE2F5555076EE0534701000AEAA3","1867.48","DB","48.  <I>Roode Kruis treinen, I-treinen</I> (dossiernr. 61), 1940-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962832,45962789,44926936,"8D2CFE2F5556076EE0534701000AEAA3","1867.49","DB","49.  <I>Voedselverstrekking</I> (dossiernr. 63), 1941-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962833,45962789,44926936,"8D2CFE2F5557076EE0534701000AEAA3","1867.50","DB","50.  <I>IJzer/staal</I> (dossiernr. 66/1), 1941-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962834,45962789,44926936,"8D2CFE2F5558076EE0534701000AEAA3","1867.51","DB","51.  <I>Non Ferro</I> (dossiernr. 66/2), 1941-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962835,45962789,44926936,"8D2CFE2F5559076EE0534701000AEAA3","1867.52","DB","52.  <I>Fahndungsdienst</I> (dossiernr. 67), 1942-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962836,45962789,44926936,"8D2CFE2F555A076EE0534701000AEAA3","1867.53","DB","53.  <I>Sparstoff Ausschuss, Verkoop stoffen-mat.</I> (dossiernr. 68), 1942","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962837,45962789,44926936,"8D2CFE2F555B076EE0534701000AEAA3","1867.54","DB","54.  <I>M-Bahnhöfe, M-Zugleitung, Verdeling Drgl.-bescheiden</I> (dossiernr. 69), 1940-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962838,45962789,44926936,"8D2CFE2F555C076EE0534701000AEAA3","1867.55","DB","55.  <I>Wehrmachtabteile, Gevangenen-transport</I> (dossiernr. 72), 1941-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962839,45962789,44926936,"8D2CFE2F555D076EE0534701000AEAA3","1867.56","DB","56.  <I>Railwacht</I> (dossiernr. 73), 1942-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962840,45962789,44926936,"8D2CFE2F555E076EE0534701000AEAA3","1867.57","DB","57.  <I>Energie-besparing</I> (dossiernr. 74), 1942","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962841,45962789,44926936,"8D2CFE2F555F076EE0534701000AEAA3","1867.58","DB","58.  <I>Schoenen</I> (dossiernr. 75), 1943-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962842,45962789,44926936,"8D2CFE2F5560076EE0534701000AEAA3","1867.59","DB","59.  <I>Bewaking stations, Diefstal</I> (dossiernr. 76), 1941-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962843,45962789,44926936,"8D2CFE2F5561076EE0534701000AEAA3","1867.60","DB","60.  <I>Sabotage</I> (dossiernr. 79), 1941-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962844,45962789,44926936,"8D2CFE2F5562076EE0534701000AEAA3","1867.61","DB","61.  <I>Afstaan mat. bovenbouw</I> (dossiernr. 80/1), 1942-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962845,45962789,44926936,"8D2CFE2F5563076EE0534701000AEAA3","1867.62","DB","62.  <I>Afstaan machines-gereedschap, uitrusting</I> (dossiernr. 80/2), 1942-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962846,45962789,44926936,"8D2CFE2F5564076EE0534701000AEAA3","1867.63","DB","63.  <I>Afstaan loc's, pers.- en goed. mat.</I> (dossiernr. 80/3), 1941-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962847,45962789,44926936,"8D2CFE2F5565076EE0534701000AEAA3","1867.64","DB","64.  <I>Vordering gebouwen, lokalen</I> (dossiernr. 80/4), 1941-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962848,45962789,44926936,"8D2CFE2F5566076EE0534701000AEAA3","1867.65","DB","65.  <I>Woningen pers.</I> (dossiernr. 80/5), 1940-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962849,45962789,44926936,"8D2CFE2F5567076EE0534701000AEAA3","1867.66","DB","66.  <I>Vordering schepen</I> (dossiernr. 80/6), 1941-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962799,45962789,44926936,"8D2CFE2F5535076EE0534701000AEAA3","1867.16","DB","16.  <I>Banden opgaven TK, OKW Reifenlager</I> (dossiernr. 17), 1941-1942","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962850,45962789,44926936,"8D2CFE2F5568076EE0534701000AEAA3","1867.67","DB","67.  <I>Arbeidsbureaux</I> (dossiernr. 81), 1942-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962851,45962789,44926936,"8D2CFE2F5569076EE0534701000AEAA3","1867.68","DB","68.  <I>Hengelo/Leeuwarden, Represaille maatregelen</I> (dossiernr. [81a]), 1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962852,45962789,44926936,"8D2CFE2F556A076EE0534701000AEAA3","1867.69","DB","69.  <I>Arb-Einsatz Pers. 18-44 jaar</I> (dossiernr. 81b), 1943-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962853,45962789,44926936,"8D2CFE2F556B076EE0534701000AEAA3","1867.70","DB","70.  <I>G.A.B., soz. Verwaltung</I> (dossiernr. 81c), 1943-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962854,45962789,44926936,"8D2CFE2F556C076EE0534701000AEAA3","1867.71","DB","71.  <I>Kostenberekening Wm trp., Bezettingsschade</I> (dossiernr. 82), 1942-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962855,45962789,44926936,"8D2CFE2F556D076EE0534701000AEAA3","1867.72","DB","72.  <I>Plan A-B-C-D, Grensbaanvakken</I> (dossiernr. 83), 1942-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962856,45962789,44926936,"8D2CFE2F556E076EE0534701000AEAA3","1867.73","DB","73.  <I>Treinseinen</I> (dossiersnr. 84), 1941-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962857,45962789,44926936,"8D2CFE2F556F076EE0534701000AEAA3","1867.74","DB","74.  <I>Treinen met Flak</I> (dossiersnr. 86), 1942-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962858,45962789,44926936,"8D2CFE2F5570076EE0534701000AEAA3","1867.75","DB","75.  <I>Evacuatie</I> (dossiersnr. 88), 1942-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962859,45962789,44926936,"8D2CFE2F5571076EE0534701000AEAA3","1867.76","DB","76.  <I>Rijksdienstkaarten</I> (dossiersnr. 91b), 1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962860,45962789,44926936,"8D2CFE2F5572076EE0534701000AEAA3","1867.77","DB","77.  <I>Bbv</I> (dossiersnr. 91c), (1942) 1944, z.j.","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962861,45962789,44926936,"8D2CFE2F5573076EE0534701000AEAA3","1867.78","DB","78.  <I>R III tijdelijk vrijstelling</I> (dossiersnr. 91d), 1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962862,45962789,44926936,"8D2CFE2F5574076EE0534701000AEAA3","1867.79","DB","79.  <I>Beroepsmilitairen</I> (dossiersnr. 91e), 1942-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962863,45962789,44926936,"8D2CFE2F5575076EE0534701000AEAA3","1867.80","DB","80.  <I>Krijgsgevangenschap</I> (dossiersnr. 91f), 1943-1944","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962864,45962789,44926936,"8D2CFE2F5576076EE0534701000AEAA3","1867.81","DB","81.  <I>Verzoeken wijziging uk-st</I> (dossiersnr. 91g), 1942-1943","Dossiers over afzonderlijke onderwerpen (dossiernrs. 10 t/m 91), 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962766,45962756,44926936,"8D2CFE2F5523076EE0534701000AEAA3","1867.1","EB","1.  Register van ingekomen en uitgaande stukken, 1940 mei-dec.","1. Archief van de verbindingshoofdinspecteur van de Nederlandsche Spoorwegen voor het contact met de Bahnbevollmächtigte der Deutsche Reichsbahn bei den Niederländischen Eisenbahnen, 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962879,45962866,44926936,"8D2CFE2F5578076EE0534701000AEAA3","1867.82","EB","82.  'Amtsblatt des Bvb Utrecht', mededelingenblad, 1944","2. Gedeponeerde archivalia van de Bahnbevollmächtigte der Deutsche Reichsbahn bei den Niederländischen Eisenbahnen, 1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962880,45962866,44926936,"8D2CFE2F5579076EE0534701000AEAA3","1867.83","EB","83.  Stukken betreffende contacten met 'Mutterbahnmeisterei' van de Deutsche Reichsbahn te 's-Hertogenbosch, 1944","2. Gedeponeerde archivalia van de Bahnbevollmächtigte der Deutsche Reichsbahn bei den Niederländischen Eisenbahnen, 1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962771,45962768,44926936,"8D2CFE2F5525076EE0534701000AEAA3","1867.2","DB","2.  1940","Ingekomen en minuten van uitgaande stukken, 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962772,45962768,44926936,"8D2CFE2F5526076EE0534701000AEAA3","1867.3","DB","3.  1941","Ingekomen en minuten van uitgaande stukken, 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962773,45962768,44926936,"8D2CFE2F5527076EE0534701000AEAA3","1867.4","DB","4.  1942","Ingekomen en minuten van uitgaande stukken, 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962774,45962768,44926936,"8D2CFE2F5528076EE0534701000AEAA3","1867.5","DB","5.  1943 jan.-juni","Ingekomen en minuten van uitgaande stukken, 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962775,45962768,44926936,"8D2CFE2F5529076EE0534701000AEAA3","1867.6","DB","6.  1943 juli-dec.","Ingekomen en minuten van uitgaande stukken, 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
45962776,45962768,44926936,"8D2CFE2F552A076EE0534701000AEAA3","1867.7","DB","7.  1944 jan.-juni","Ingekomen en minuten van uitgaande stukken, 1940-1944","1867   Verbindingshoofdinspecteur tussen de Nederlandse Spoorwegen en de Bahnbevollmächtigte der Deutsche Reichsbahn   "
1731387,1731370,1731370,"609C5BA4F8F94642E0534701000A17FD","948.17","PAP","17 - 1 / 35/2 / 6 tot 1 / 35/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731424,1731370,1731370,"609C5BA4F91E4642E0534701000A17FD","948.54","PAP","54 - 1 / 35/2 / 6 tot 1 / 35/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731432,1731370,1731370,"609C5BA4F92B4642E0534701000A17FD","948.62","PAP","62 - 1 / 35/2 / 6 tot 1 / 35/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731433,1731370,1731370,"609C5BA4F92C4642E0534701000A17FD","948.63","PAP","63 - 1 / 35/2 / 6 tot 1 / 35/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731434,1731370,1731370,"609C5BA4F92D4642E0534701000A17FD","948.64","PAP","64 - 1 / 35/2 / 6 tot 1 / 35/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731435,1731370,1731370,"609C5BA4F92E4642E0534701000A17FD","948.65","PAP","65 - 1 / 35/2 / 6 tot 1 / 35/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731529,1731370,1731370,"609C5BA4FEC94642E0534701000A17FD","948.159","PAP","159 - 1 / 36/1 / 1 tot 1 / 36/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731530,1731370,1731370,"609C5BA4FECA4642E0534701000A17FD","948.160","PAP","160 - 1 / 36/1 / 1 tot 1 / 36/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731531,1731370,1731370,"609C5BA4FECB4642E0534701000A17FD","948.161","PAP","161 - 1 / 36/1 / 1 tot 1 / 36/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731532,1731370,1731370,"609C5BA4FECC4642E0534701000A17FD","948.162","PAP","162 - 1 / 36/1 / 1 tot 1 / 36/4 / 6","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731840,1731370,1731370,"609C5BA5260B4642E0534701000A17FD","948.460","PAP","460 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731841,1731370,1731370,"609C5BA5260C4642E0534701000A17FD","948.461","PAP","461 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731842,1731370,1731370,"609C5BA5260D4642E0534701000A17FD","948.462","PAP","462 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731843,1731370,1731370,"609C5BA5260E4642E0534701000A17FD","948.463","PAP","463 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731844,1731370,1731370,"609C5BA5260F4642E0534701000A17FD","948.464","PAP","464 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731845,1731370,1731370,"609C5BA526104642E0534701000A17FD","948.465","PAP","465 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731846,1731370,1731370,"609C5BA526114642E0534701000A17FD","948.466","PAP","466 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731847,1731370,1731370,"609C5BA526124642E0534701000A17FD","948.467","PAP","467 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731848,1731370,1731370,"609C5BA526134642E0534701000A17FD","948.468","PAP","468 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731852,1731370,1731370,"609C5BA526174642E0534701000A17FD","948.472","PAP","472 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731853,1731370,1731370,"609C5BA526184642E0534701000A17FD","948.473","PAP","473 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731855,1731370,1731370,"609C5BA5261A4642E0534701000A17FD","948.475","PAP","475 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731856,1731370,1731370,"609C5BA5261B4642E0534701000A17FD","948.476","PAP","476 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731857,1731370,1731370,"609C5BA5261C4642E0534701000A17FD","948.477","PAP","477 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731858,1731370,1731370,"609C5BA5261D4642E0534701000A17FD","948.478","PAP","478 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731859,1731370,1731370,"609C5BA5261E4642E0534701000A17FD","948.479","PAP","479 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731945,1731370,1731370,"609C5BA52BD04642E0534701000A17FD","948.565","PAP","565 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731946,1731370,1731370,"609C5BA52BD14642E0534701000A17FD","948.566","PAP","566 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731947,1731370,1731370,"609C5BA52BD24642E0534701000A17FD","948.567","PAP","567 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731948,1731370,1731370,"609C5BA52BD34642E0534701000A17FD","948.568","PAP","568 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731949,1731370,1731370,"609C5BA52BD44642E0534701000A17FD","948.569","PAP","569 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731950,1731370,1731370,"609C5BA52BD54642E0534701000A17FD","948.570","PAP","570 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731951,1731370,1731370,"609C5BA52BD64642E0534701000A17FD","948.571","PAP","571 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731952,1731370,1731370,"609C5BA52BD74642E0534701000A17FD","948.572","PAP","572 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731953,1731370,1731370,"609C5BA52BD84642E0534701000A17FD","948.573","PAP","573 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731831,1731370,1731370,"609C5BA581684642E0534701000A17FD","948.451","PAP","451 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731832,1731370,1731370,"609C5BA581694642E0534701000A17FD","948.452","PAP","452 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731833,1731370,1731370,"609C5BA5816A4642E0534701000A17FD","948.453","PAP","453 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731834,1731370,1731370,"609C5BA5816B4642E0534701000A17FD","948.454","PAP","454 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731835,1731370,1731370,"609C5BA5816C4642E0534701000A17FD","948.455","PAP","455 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731836,1731370,1731370,"609C5BA5816D4642E0534701000A17FD","948.456","PAP","456 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731837,1731370,1731370,"609C5BA5816E4642E0534701000A17FD","948.457","PAP","457 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731838,1731370,1731370,"609C5BA5816F4642E0534701000A17FD","948.458","PAP","458 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
1731839,1731370,1731370,"609C5BA581704642E0534701000A17FD","948.459","PAP","459 - 1 / 37/1 / 3 tot 1 / 37/2 / 2","948 nederlandse spoorwegen (ns): bestuursorganen","948 nederlandse spoorwegen (ns): bestuursorganen"
